,bodyId,type,roi,x,y,z,confidence,linksTo
477,5813087532,pre,PB,18880,11838,17958,0.849,1728
478,5813087532,pre,PB,18801,12316,18416,0.906,1758
479,5813087532,pre,PB,18681,12429,18361,0.903,1768
480,5813087532,pre,PB,18632,12436,18368,0.881,1777
481,5813087532,pre,PB,18661,12292,18163,0.846,1837
482,5813087532,post,PB,19242,11952,18064,0.349682,2001
483,5813087532,pre,PB,18917,12046,18336,0.687,1865
484,5813087532,pre,PB,18787,12210,18161,0.865,1853
485,5813087532,pre,PB,18816,11988,18284,0.947,1878
486,5813087532,post,PB,18781,11958,18160,0.378,1734
487,5813087532,pre,PB,18722,11868,18104,0.957,1903
488,5813087532,post,PB,18743,11896,17991,0.946832,1914
489,5813087532,pre,PB,19512,11673,18283,0.854,2297
490,5813087532,pre,PB,19513,11491,18185,0.883,2371
491,5813087532,pre,PB,19531,11697,18133,0.907,2369
492,5813087532,pre,PB,18928,11328,18075,0.948,2124
493,5813087532,post,PB,18461,11885,17846,0.729079,1956
494,5813087532,post,PB,18584,12021,17773,0.46718717,1927
495,5813087532,pre,PB,19493,11461,17833,0.988,2459
496,5813087532,pre,PB,19564,11530,17815,0.871,2407
497,5813087532,pre,PB,19287,11459,17699,0.943,2526
498,5813087532,post,PB,18481,11783,17720,0.859,1951
499,5813087532,post,PB,19418,11256,17795,0.713151,2467
500,5813087532,pre,PB,19513,11271,17639,0.975,2500
501,5813087532,post,PB,19424,11228,17666,0.877548,2501
502,5813087532,pre,PB,18857,11287,17843,0.938,2190
503,5813087532,pre,PB,18909,11203,17542,0.865,2083
504,5813087532,pre,PB,18874,11091,17490,0.97,2217
505,5813087532,post,SPS(R),19906,10557,21816,0.478,5081
506,5813087532,post,SPS(R),24994,11806,24194,0.988231,4848
507,5813087532,post,SPS(R),24974,11773,24173,0.845958,4848
508,5813087532,post,IB,22834,10970,22431,0.780808,4982
509,5813087532,post,IB,22853,11045,22436,0.594363,4985
510,5813087532,post,PB,18679,11076,17749,0.922439,2205
511,5813087532,post,PB,18898,11268,17587,0.980154,2241
512,5813087532,post,PB,19105,12173,17886,0.465331,2057
513,5813087532,post,PB,18765,12146,18490,0.47943163,1749
514,5813087532,post,PB,19123,12146,17875,0.871406,2055
515,5813087532,post,PB,19594,11376,17918,0.957,2439
516,5813087532,post,PB,18772,12236,18445,0.931851,1746
517,5813087532,post,PB,18748,11185,17608,0.984802,2213
518,5813087532,post,PB,19569,11724,18029,0.534467,2360
519,5813087532,post,PB,18641,12003,18029,0.46911556,1910
520,5813087532,post,PB,19516,11423,17564,0.986387,2456
521,5813087532,post,PB,18927,11313,18162,0.728,2115
522,5813087532,post,PB,18900,10962,17956,0.643518,2148
523,5813087532,post,PB,18896,10971,18084,0.955811,2167
524,5813087532,post,PB,18723,11974,18156,0.505487,1901
525,5813087532,post,PB,19025,11873,17981,0.343023,2061
526,5813087532,post,PB,19721,11571,17767,0.46721017,2425
527,5813087532,post,PB,19228,11930,17839,0.47946095,2023
528,5813087532,post,PB,18682,11694,17689,0.97346,1934
529,5813087532,post,PB,18641,11772,17801,0.672494,1931
530,5813087532,post,IB,20085,11081,21463,0.929825,3045
531,5813087532,pre,PB,19212,11075,16430,0.974,2717
532,5813087532,post,PB,19062,11122,16313,0.993,2690
533,5813087532,post,PB,19447,11308,17648,0.658,2472
534,5813087532,post,IB,20976,13022,18500,0.46931177,266
535,5813087532,post,IB,20921,13032,18480,0.882001,264
536,5813087532,post,IB,20838,13073,18452,0.998847,256
537,5813087532,post,PB,19187,11343,16861,0.46113524,2595
538,5813087532,post,PB,19154,11328,16825,0.948,2597
539,5813087532,post,PB,19391,11209,16546,0.846652,2636
540,5813087532,post,PB,19109,11162,16454,0.972804,2710
541,5813087532,post,PB,19131,11179,16191,0.894767,2737
542,5813087532,post,IB,21858,13435,18591,0.489233,530
543,5813087532,post,IB,21928,13344,18624,0.768112,627
544,5813087532,post,IB,21390,12979,18847,0.47106004,489
545,5813087532,post,IB,21976,13321,18664,0.940458,630
546,5813087532,post,IB,23293,11846,19841,0.905152,1119
547,5813087532,post,IB,22721,11700,19942,0.4800133,1168
548,5813087532,post,IB,22587,11697,19966,0.56074,1170
549,5813087532,post,IB,21602,12173,19535,0.85511,455
550,5813087532,post,IB,22721,11721,19949,0.280781,1168
551,5813087532,post,IB,22671,12174,19330,0.47831184,814
552,5813087532,post,IB,22235,13260,18722,0.697166,647
