,bodyId,type,roi,x,y,z,confidence
520,5813087532,post,PB,19516,11423,17564,0.986387
521,5813087532,post,PB,18927,11313,18162,0.728
522,5813087532,post,PB,18900,10962,17956,0.643518
523,5813087532,post,PB,18896,10971,18084,0.955811
524,5813087532,post,PB,18723,11974,18156,0.505487
525,5813087532,post,PB,19025,11873,17981,0.343023
526,5813087532,post,PB,19721,11571,17767,0.46721017
527,5813087532,post,PB,19228,11930,17839,0.47946095
528,5813087532,post,PB,18682,11694,17689,0.97346
529,5813087532,post,PB,18641,11772,17801,0.672494
530,5813087532,post,IB,20085,11081,21463,0.929825
531,5813087532,pre,PB,19212,11075,16430,0.974
532,5813087532,post,PB,19062,11122,16313,0.993
533,5813087532,post,PB,19447,11308,17648,0.658
534,5813087532,post,IB,20976,13022,18500,0.46931177
535,5813087532,post,IB,20921,13032,18480,0.882001
536,5813087532,post,IB,20838,13073,18452,0.998847
537,5813087532,post,PB,19187,11343,16861,0.46113524
538,5813087532,post,PB,19154,11328,16825,0.948
539,5813087532,post,PB,19391,11209,16546,0.846652
540,5813087532,post,PB,19109,11162,16454,0.972804
541,5813087532,post,PB,19131,11179,16191,0.894767
542,5813087532,post,IB,21858,13435,18591,0.489233
543,5813087532,post,IB,21928,13344,18624,0.768112
544,5813087532,post,IB,21390,12979,18847,0.47106004
545,5813087532,post,IB,21976,13321,18664,0.940458
546,5813087532,post,IB,23293,11846,19841,0.905152
547,5813087532,post,IB,22721,11700,19942,0.4800133
548,5813087532,post,IB,22587,11697,19966,0.56074
549,5813087532,post,IB,21602,12173,19535,0.85511
550,5813087532,post,IB,22721,11721,19949,0.280781
551,5813087532,post,IB,22671,12174,19330,0.47831184
552,5813087532,post,IB,22235,13260,18722,0.697166
